rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,pl_name,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_mnum,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_uj,st_ujerr,st_ujlim,st_ujblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend
2502,Kepler-426,b,1,3.21751883,0.00000019,-0.00000019,0,0.041400,0.001000,-0.001000,0,0.34000,0.08000,-0.08000,0,1.090,0.030,-0.030,0,289.434628,49.473400,880.00,30.00,-30.00,0,15.073,0.013,0,0,V (Johnson),,,,5725.00,90.00,-90.00,0,0,0.91,0.06,-0.06,0,0,0.92,0.02,-0.02,0,0,Kepler-426 b,0.34000,0.08000,-0.08000,0,12.220,0.340,-0.340,0,0,,,,,,,,,,,,,,,,,,-78.83,0.01,-0.01,0,0,4.10,G1 V,,0,0,4.47,0.01,-0.01,0,0,-0.089,0.042,-0.042,0,0,-0.210,0.080,-0.080,0,0,6.000,4.000,-4.000,0,3.0000,1.0000,-1.0000,0,0,,,,,,,,,,,,,15.073,0.013,0,0,15.736,0.021,0,0,,,,,,,,,13.624,0.026,0,0,13.230,0.033,0,0,13.212,0.033,0,0,13.219,0.024,0,0,13.238,0.026,0,0,12.622,,-1,1,9.473,,-1,0,,,,,,,,,,,,,,,,
2503,Kepler-427,b,1,10.29099400,0.00000110,-0.00000110,0,0.091000,0.010000,-0.010000,0,0.29000,0.09000,-0.09000,0,1.230,0.210,-0.210,0,288.254580,43.704868,1100.00,150.00,-150.00,0,14.420,0.020,0,0,V (Johnson),,,,5800.00,70.00,-70.00,0,0,0.96,0.06,-0.06,0,0,1.35,0.20,-0.20,0,0,Kepler-427 b,0.29000,0.09000,-0.09000,0,13.790,2.350,-2.350,0,0,,,,,,,,,,,,,,,,,,-23.94,0.01,-0.01,0,0,4.20,G2 V,,0,0,4.14,0.12,-0.12,0,0,0.290,0.130,-0.130,0,0,-0.190,0.070,-0.070,0,0,7.000,4.000,-4.000,0,3.0000,1.0000,-1.0000,0,0,,,,,,,,,,,,,14.420,0.020,0,0,15.130,0.030,0,0,,,,,,,,,13.161,0.023,0,0,12.814,0.022,0,0,12.777,0.024,0,0,12.746,0.023,0,1,12.772,0.024,0,0,12.670,,-1,0,9.296,,-1,0,,,,,,,,,,,,,,,,
2504,Kepler-428,b,1,3.52563254,0.00000015,-0.00000015,0,0.043300,0.000900,-0.000900,0,1.27000,0.19000,-0.19000,0,1.080,0.030,-0.030,0,290.581722,40.577400,720.00,25.00,-25.00,0,15.405,0.016,0,0,V (Johnson),,,,5150.00,100.00,-100.00,0,0,0.87,0.05,-0.05,0,0,0.80,0.02,-0.02,0,0,Kepler-428 b,1.27000,0.19000,-0.19000,0,12.110,0.340,-0.340,0,0,,,,,,,,,,,,,,,,,,-21.30,0.02,-0.02,0,0,5.10,K1 V,,0,0,4.57,0.01,-0.01,0,0,-0.390,0.050,-0.050,0,0,0.090,0.170,-0.170,0,0,5.000,4.000,-4.000,0,2.0000,2.0000,-2.0000,0,0,,,,,,,,,,,,,15.405,0.016,0,0,16.584,0.046,0,0,,,,,,,,,13.767,0.024,0,0,13.295,0.023,0,0,13.234,0.033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,Kepler-43,b,1,3.02409490,0.00000060,-0.00000060,0,0.046000,0.002600,-0.002500,0,3.23000,0.26000,-0.26000,0,1.219,0.065,-0.064,0,285.240856,46.668255,1950.00,250.00,-250.00,0,13.958,,0,0,Kepler-band,,,,6041.00,143.00,-143.00,0,0,1.32,0.09,-0.09,0,0,1.42,0.07,-0.07,0,0,Kepler-43 b,3.23000,0.26000,-0.26000,0,13.664,0.729,-0.717,0,0,,,,,,,,,,,,,,,,,,-37.59,0.01,-0.01,0,0,3.80,F8 V,,0,0,4.26,0.05,-0.05,0,0,,,,,0,0.330,0.110,-0.110,0,0,,,,0,5.5000,1.5000,-1.5000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.858,0.022,0,0,12.605,0.020,0,0,12.549,0.030,0,0,12.531,0.023,0,0,12.552,0.023,0,0,12.788,0.419,0,0,9.275,,-1,0,,,,,,,,,,,,,,,,
2506,Kepler-430,b,2,35.96800000,,,0,0.224400,,,0,,,,,0.290,,,0,292.808636,49.579445,,,,,13.848,,0,0,Kepler-band,,,,5884.00,75.00,-75.00,0,0,1.17,0.13,-0.10,0,0,1.49,0.27,-0.23,0,0,Kepler-430 b,,,,,3.250,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.15,-0.15,0,0,,,,,0,0.200,0.100,-0.100,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.743,0.020,0,0,12.486,0.023,0,0,12.391,0.029,0,0,12.418,0.023,0,1,12.434,0.021,0,1,12.804,,-1,0,9.802,,-1,0,,,,,,,,,,,,,,,,
2507,Kepler-430,c,2,110.97900000,,,0,0.475700,,,0,,,,,0.160,,,0,292.808636,49.579445,,,,,13.848,,0,0,Kepler-band,,,,5884.00,75.00,-75.00,0,0,1.17,0.13,-0.10,0,0,1.49,0.27,-0.23,0,0,Kepler-430 c,,,,,1.750,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.15,-0.15,0,0,,,,,0,0.200,0.100,-0.100,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.743,0.020,0,0,12.486,0.023,0,0,12.391,0.029,0,0,12.418,0.023,0,1,12.434,0.021,0,1,12.804,,-1,0,9.802,,-1,0,,,,,,,,,,,,,,,,
2508,Kepler-431,b,3,6.80300000,,,0,0.071900,,,0,,,,,0.068,,,0,281.112335,43.227789,,,,,11.973,,0,0,Kepler-band,,,,6004.00,75.00,-75.00,0,0,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0,Kepler-431 b,,,,,0.764,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40,0.15,-0.15,0,0,,,,,0,0.070,0.100,-0.100,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.945,0.021,0,0,10.678,0.019,0,0,10.649,0.011,0,0,10.615,0.023,0,0,10.645,0.020,0,0,10.614,0.068,0,0,8.930,,-1,0,,,,,,,,,,,,,,,,
2509,Kepler-431,c,3,8.70300000,,,0,0.084700,,,0,,,,,0.060,,,0,281.112335,43.227789,,,,,11.973,,0,0,Kepler-band,,,,6004.00,75.00,-75.00,0,0,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0,Kepler-431 c,,,,,0.668,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40,0.15,-0.15,0,0,,,,,0,0.070,0.100,-0.100,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.945,0.021,0,0,10.678,0.019,0,0,10.649,0.011,0,0,10.615,0.023,0,0,10.645,0.020,0,0,10.614,0.068,0,0,8.930,,-1,0,,,,,,,,,,,,,,,,
2510,Kepler-431,d,3,11.92200000,,,0,0.104500,,,0,,,,,0.100,,,0,281.112335,43.227789,,,,,11.973,,0,0,Kepler-band,,,,6004.00,75.00,-75.00,0,0,1.07,0.06,-0.04,0,0,1.09,0.19,-0.11,0,0,Kepler-431 d,,,,,1.110,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40,0.15,-0.15,0,0,,,,,0,0.070,0.100,-0.100,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.945,0.021,0,0,10.678,0.019,0,0,10.649,0.011,0,0,10.615,0.023,0,0,10.645,0.020,0,0,10.614,0.068,0,0,8.930,,-1,0,,,,,,,,,,,,,,,,
2511,Kepler-432,b,2,52.50112900,0.00006700,-0.00005300,0,0.301000,0.016000,-0.011000,0,5.41000,0.32000,-0.18000,0,1.145,0.036,-0.039,0,293.282206,48.285900,870.00,20.00,-20.00,0,12.465,0.060,0,0,V (Johnson),,,,4995.00,78.00,-78.00,0,0,1.32,0.10,-0.07,0,0,4.06,0.12,-0.08,0,0,Kepler-432 b,5.41000,0.32000,-0.18000,0,12.834,0.404,-0.437,0,0,,,,,,,,,,,,,,,,,,-35.22,0.19,-0.19,0,0,,,,,,3.35,0.01,-0.01,0,0,,,,,0,-0.070,0.100,-0.100,0,0,4.200,0.800,-1.000,0,2.7000,0.5000,-0.5000,0,0,,,,,,,,,,,,,12.465,0.060,0,0,,,,,,,,,,,,,10.684,0.021,0,0,10.221,0.019,0,0,10.121,0.017,0,0,10.052,0.022,0,0,10.120,0.020,0,0,10.011,0.034,0,0,9.583,0.429,0,0,,,,,,,,,,,,,,,,
2512,Kepler-432,c,2,406.20000000,3.90000000,-2.50000000,0,,,,,2.43000,0.22000,-0.24000,0,,,,,293.282206,48.285900,870.00,20.00,-20.00,0,12.465,0.060,0,0,V (Johnson),,,,4995.00,78.00,-78.00,0,0,1.32,0.10,-0.07,0,0,4.06,0.12,-0.08,0,0,Kepler-432 c,,,,,,,,,0,,,,,,,,,,,,,,,,,,-35.22,0.19,-0.19,0,0,,,,,,3.35,0.01,-0.01,0,0,,,,,0,-0.070,0.100,-0.100,0,0,4.200,0.800,-1.000,0,2.7000,0.5000,-0.5000,0,0,,,,,,,,,,,,,12.465,0.060,0,0,,,,,,,,,,,,,10.684,0.021,0,0,10.221,0.019,0,0,10.121,0.017,0,0,10.052,0.022,0,0,10.120,0.020,0,0,10.011,0.034,0,0,9.583,0.429,0,0,,,,,,,,,,,,,,,,
2513,Kepler-433,b,1,5.33408384,0.00000110,-0.00000110,0,0.067900,0.002700,-0.002700,0,2.82000,0.52000,-0.52000,0,1.450,0.160,-0.160,0,297.593651,40.977268,1870.00,210.00,-210.00,0,14.463,,0,0,Kepler-band,,,,6360.00,140.00,-140.00,0,0,1.46,0.17,-0.17,0,0,2.26,0.25,-0.25,0,0,Kepler-433 b,2.82000,0.52000,-0.52000,0,16.250,1.790,-1.790,0,0,,,,,,,,,,,,,,,,,,-1.28,0.05,-0.05,0,0,,,,,,3.89,0.06,-0.06,0,0,0.880,0.110,-0.110,0,0,-0.010,0.200,-0.200,0,0,2.670,0.910,-0.910,0,11.0000,1.0000,-1.0000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.201,0.020,0,0,12.948,0.024,0,0,12.826,0.026,0,0,12.739,0.024,0,0,12.795,0.026,0,0,13.016,0.479,0,0,8.913,,-1,0,,,,,,,,,,,,,,,,
2514,Kepler-434,b,1,12.87470990,0.00000500,-0.00000500,0,0.114300,0.003000,-0.003000,0,2.86000,0.35000,-0.35000,0,1.130,0.260,-0.180,0,293.586381,42.928913,1240.00,120.00,-120.00,0,14.517,,0,0,Kepler-band,,,,5977.00,95.00,-95.00,0,0,1.20,0.09,-0.09,0,0,1.38,0.13,-0.13,0,0,Kepler-434 b,2.86000,0.35000,-0.35000,0,12.670,2.910,-2.020,0,0,,,,,,,,,,,,,,,,,,-51.16,0.03,-0.03,0,0,,,,,,4.24,0.06,-0.06,0,0,0.330,0.110,-0.110,0,0,0.250,0.140,-0.140,0,0,4.000,1.700,-1.700,0,3.0000,1.0000,-1.0000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.400,0.022,0,0,13.035,0.031,0,0,13.039,0.030,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,Kepler-435,b,1,8.60015360,0.00000180,-0.00000180,0,0.094800,0.001800,-0.001800,0,0.84000,0.15000,-0.15000,0,1.990,0.180,-0.180,0,292.287328,43.197281,2070.00,200.00,-200.00,0,13.643,,0,0,Kepler-band,,,,6161.00,94.00,-94.00,0,0,1.54,0.09,-0.09,0,0,3.21,0.30,-0.30,0,0,Kepler-435 b,0.84000,0.15000,-0.15000,0,22.310,2.020,-2.020,0,0,,,,,,,,,,,,,,,,,,-26.37,0.01,-0.01,0,0,,,,,,3.61,0.05,-0.07,0,0,1.129,0.089,-0.089,0,0,-0.180,0.110,-0.110,0,0,2.250,0.420,-0.420,0,6.0000,1.0000,-1.0000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.593,0.020,0,0,12.345,0.019,0,0,12.291,0.022,0,0,12.266,0.023,0,0,12.309,0.023,0,0,12.416,,-1,0,9.423,,-1,0,,,,,,,,,,,,,,,,
2516,Kepler-436,b,2,64.00205000,0.00072000,-0.00072000,0,0.339000,0.134000,-0.053000,0,,,,,0.240,0.020,-0.020,0,301.720753,44.412063,618.00,34.00,-30.00,0,15.856,,0,0,Kepler-band,,,,4651.00,100.00,-100.00,0,0,0.73,0.03,-0.03,0,0,0.70,0.03,-0.02,0,0,Kepler-436 b,,,,,2.730,0.230,-0.240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,0.01,-0.03,0,0,-0.701,0.078,-0.058,0,0,0.010,0.100,-0.100,0,0,3.000,7.700,-0.300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.083,0.028,0,0,13.490,0.032,0,0,13.333,0.036,0,0,13.208,0.025,0,0,13.260,0.026,0,0,10.737,0.116,0,0,8.835,0.274,0,0,,,,,,,,,,,,,,,,
2517,Kepler-436,c,2,16.79713874,0.00008561,-0.00008561,0,,,,,,,,,0.208,0.017,-0.012,0,301.720753,44.412063,618.00,34.00,-30.00,0,15.856,,0,0,Kepler-band,,,,4651.00,100.00,-100.00,0,0,0.73,0.03,-0.03,0,0,0.70,0.03,-0.02,0,0,Kepler-436 c,,,,,2.330,0.190,-0.140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,0.01,-0.03,0,0,-0.701,0.078,-0.058,0,0,0.010,0.100,-0.100,0,0,3.000,7.700,-0.300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.083,0.028,0,0,13.490,0.032,0,0,13.333,0.036,0,0,13.208,0.025,0,0,13.260,0.026,0,0,10.737,0.116,0,0,8.835,0.274,0,0,,,,,,,,,,,,,,,,
2518,Kepler-437,b,1,66.65062000,0.00033000,-0.00032000,0,0.288000,0.066000,-0.040000,0,,,,,0.190,0.020,-0.020,0,297.347393,44.026947,417.00,24.00,-21.00,0,14.352,,0,0,Kepler-band,,,,4551.00,100.00,-100.00,0,0,0.71,0.03,-0.03,0,0,0.68,0.03,-0.02,0,0,Kepler-437 b,,,,,2.140,0.220,-0.170,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,0.01,-0.03,0,0,-0.762,0.080,-0.059,0,0,0.000,0.100,-0.100,0,0,2.900,7.500,-0.300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.564,0.022,0,0,11.965,0.019,0,0,11.847,0.018,0,0,11.755,0.023,0,0,11.819,0.022,0,0,11.293,0.118,0,0,9.233,0.539,0,0,,,,,,,,,,,,,,,,
2519,Kepler-438,b,1,35.23319000,0.00025000,-0.00029000,0,0.166000,0.051000,-0.042000,0,,,,,0.100,0.010,-0.020,0,281.645806,41.951092,145.00,20.00,-23.00,0,14.467,,0,0,Kepler-band,,,,3748.00,112.00,-112.00,0,0,0.54,0.04,-0.06,0,0,0.52,0.04,-0.06,0,0,Kepler-438 b,,,,,1.120,0.160,-0.170,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,0.06,-0.03,0,0,-1.357,0.142,-0.138,0,0,0.160,0.140,-0.140,0,0,4.400,0.800,-0.700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.130,0.030,0,0,11.449,0.033,0,0,11.199,0.020,0,0,11.080,0.023,0,0,11.075,0.020,0,0,10.584,0.063,0,0,8.893,,-1,0,,,,,,,,,,,,,,,,
2520,Kepler-439,b,1,178.13960000,0.00160000,-0.00180000,0,0.563000,0.165000,-0.080000,0,,,,,0.200,0.010,-0.040,0,280.801566,44.033994,693.00,66.00,-38.00,0,14.560,,0,0,Kepler-band,,,,5431.00,100.00,-100.00,0,0,0.88,0.04,-0.04,0,0,0.87,0.08,-0.04,0,0,Kepler-439 b,,,,,2.240,0.160,-0.450,0,0,,,,,,,,,,,,,,,,,,-39.88,0.19,-0.19,0,0,,,,,,4.51,0.04,-0.07,0,0,-0.236,0.102,-0.063,0,0,0.020,0.100,-0.100,0,0,7.200,3.600,-3.900,0,1.9000,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.344,0.025,0,0,12.955,0.028,0,0,12.919,0.024,0,0,12.833,0.023,0,0,12.876,0.024,0,0,12.593,0.344,0,0,9.152,,-1,0,,,,,,,,,,,,,,,,
2521,Kepler-44,b,1,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001100,0,1.00000,0.10000,-0.10000,0,1.090,0.070,-0.070,0,300.102352,45.762142,2250.00,300.00,-300.00,0,14.678,,0,0,Kepler-band,,,,5800.00,100.00,-100.00,0,0,1.12,0.08,-0.08,0,0,1.35,0.08,-0.08,0,0,Kepler-44 b,1.00000,0.10000,-0.10000,0,12.220,0.780,-0.780,0,0,,,,,,,,,,,,,,,,,,-35.89,0.01,-0.01,0,0,4.20,G2 IV,,0,0,4.22,0.04,-0.04,0,0,,,,,0,0.150,0.100,-0.100,0,0,5.800,2.400,-1.500,0,4.0000,2.0000,-2.0000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.340,0.026,0,0,12.969,0.025,0,0,12.878,0.034,0,0,12.775,0.024,0,0,12.857,0.024,0,1,12.003,0.177,0,0,9.364,,-1,0,,,,,,,,,,,,,,,,
2522,Kepler-440,b,1,101.11141000,0.00087000,-0.00068000,0,0.242000,0.066000,-0.041000,0,,,,,0.170,0.020,-0.020,0,285.349952,41.452206,261.00,16.00,-46.00,0,15.134,,0,0,Kepler-band,,,,4134.00,154.00,-154.00,0,0,0.57,0.04,-0.05,0,0,0.56,0.03,-0.05,0,0,Kepler-440 b,,,,,1.860,0.240,-0.190,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,0.05,-0.02,0,0,-1.102,0.111,-0.142,0,0,-0.300,0.150,-0.150,0,0,1.300,0.600,-0.200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.960,0.019,0,0,12.323,0.018,0,0,12.121,0.021,0,0,12.023,0.023,0,0,11.996,0.021,0,0,11.953,0.209,0,0,9.320,,-1,0,,,,,,,,,,,,,,,,
2523,Kepler-441,b,1,207.24820000,0.00220000,-0.00200000,0,0.640000,0.320000,-0.130000,0,,,,,0.150,0.020,-0.020,0,284.566904,49.012546,284.00,28.00,-48.00,0,15.142,,0,0,Kepler-band,,,,4340.00,177.00,-177.00,0,0,0.57,0.05,-0.05,0,0,0.55,0.04,-0.05,0,0,Kepler-441 b,,,,,1.640,0.220,-0.240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,0.05,-0.02,0,0,-1.051,0.154,-0.150,0,0,-0.570,0.180,-0.180,0,0,1.900,0.500,-0.400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.040,0.027,0,1,12.403,0.033,0,1,12.288,0.024,0,0,12.174,0.022,0,1,12.192,0.020,0,1,12.222,0.240,0,0,9.440,,-1,0,,,,,,,,,,,,,,,,
2524,Kepler-442,b,1,112.30530000,0.00240000,-0.00280000,0,0.409000,0.209000,-0.060000,0,,,,,0.120,0.010,-0.020,0,285.366589,39.280081,342.00,19.00,-22.00,0,14.976,,0,0,Kepler-band,,,,4402.00,100.00,-100.00,0,0,0.61,0.03,-0.03,0,0,0.60,0.02,-0.02,0,0,Kepler-442 b,,,,,1.340,0.110,-0.180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,0.02,-0.02,0,0,-0.932,0.081,-0.064,0,0,-0.370,0.100,-0.100,0,0,2.900,8.100,-0.200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.233,0.022,0,0,12.581,0.019,0,0,12.488,0.022,0,0,12.459,0.024,0,0,12.483,0.022,0,0,12.396,0.351,0,0,9.060,,-1,0,,,,,,,,,,,,,,,,
2525,Kepler-443,b,1,177.66930000,0.00310000,-0.00300000,0,0.495000,0.186000,-0.075000,0,,,,,0.210,0.020,-0.020,0,288.610544,49.968632,779.00,45.00,-38.00,0,15.891,,0,0,Kepler-band,,,,4723.00,100.00,-100.00,0,0,0.74,0.03,-0.03,0,0,0.71,0.03,-0.02,0,0,Kepler-443 b,,,,,2.330,0.190,-0.220,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,0.02,-0.03,0,0,-0.664,0.079,-0.058,0,0,-0.010,0.100,-0.100,0,0,3.200,7.500,-0.400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.365,0.036,0,0,13.802,0.036,0,0,13.815,0.045,0,0,13.669,0.024,0,0,13.725,0.029,0,0,12.909,0.386,0,0,9.526,,-1,0,,,,,,,,,,,,,,,,
2526,Kepler-444,b,5,3.60010530,0.00000830,-0.00000800,0,0.041780,0.000790,-0.000790,0,,,,,0.036,0.001,-0.001,0,289.752289,41.634605,35.70,1.10,-1.10,0,8.880,0.020,0,0,V (Johnson),,,,5046.00,74.00,-74.00,0,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0,Kepler-444 b,,,,,0.403,0.016,-0.014,0,0,,,,,,,,,,,,,,,,,,-121.90,0.20,-0.20,0,0,5.00,K,,0,0,4.56,0.01,-0.01,0,0,,,,,0,-0.550,0.070,-0.070,0,0,11.230,0.910,-0.990,0,2.0000,,,0,0,,,,,,,,,,,,,8.880,0.020,0,0,9.680,0.025,0,0,,,,,7.960,0.025,0,0,7.244,0.025,0,0,6.772,0.047,0,0,6.703,0.020,0,0,6.624,0.072,0,0,6.615,0.023,0,1,6.629,0.016,0,0,6.560,0.058,0,0,,,,,,,,,,,,,,,,
2527,Kepler-444,c,5,4.54588410,0.00000700,-0.00000710,0,0.048810,0.000930,-0.000930,0,,,,,0.044,0.002,-0.002,0,289.752289,41.634605,35.70,1.10,-1.10,0,8.880,0.020,0,0,V (Johnson),,,,5046.00,74.00,-74.00,0,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0,Kepler-444 c,,,,,0.497,0.021,-0.017,0,0,,,,,,,,,,,,,,,,,,-121.90,0.20,-0.20,0,0,5.00,K,,0,0,4.56,0.01,-0.01,0,0,,,,,0,-0.550,0.070,-0.070,0,0,11.230,0.910,-0.990,0,2.0000,,,0,0,,,,,,,,,,,,,8.880,0.020,0,0,9.680,0.025,0,0,,,,,7.960,0.025,0,0,7.244,0.025,0,0,6.772,0.047,0,0,6.703,0.020,0,0,6.624,0.072,0,0,6.615,0.023,0,1,6.629,0.016,0,0,6.560,0.058,0,0,,,,,,,,,,,,,,,,
2528,Kepler-444,d,5,6.18939200,0.00001200,-0.00001200,0,0.060000,0.001100,-0.001100,0,,,,,0.047,0.002,-0.002,0,289.752289,41.634605,35.70,1.10,-1.10,0,8.880,0.020,0,0,V (Johnson),,,,5046.00,74.00,-74.00,0,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0,Kepler-444 d,,,,,0.530,0.022,-0.019,0,0,,,,,,,,,,,,,,,,,,-121.90,0.20,-0.20,0,0,5.00,K,,0,0,4.56,0.01,-0.01,0,0,,,,,0,-0.550,0.070,-0.070,0,0,11.230,0.910,-0.990,0,2.0000,,,0,0,,,,,,,,,,,,,8.880,0.020,0,0,9.680,0.025,0,0,,,,,7.960,0.025,0,0,7.244,0.025,0,0,6.772,0.047,0,0,6.703,0.020,0,0,6.624,0.072,0,0,6.615,0.023,0,1,6.629,0.016,0,0,6.560,0.058,0,0,,,,,,,,,,,,,,,,
2529,Kepler-444,e,5,7.74349300,0.00001700,-0.00001600,0,0.069600,0.001300,-0.001300,0,,,,,0.049,0.002,-0.001,0,289.752289,41.634605,35.70,1.10,-1.10,0,8.880,0.020,0,0,V (Johnson),,,,5046.00,74.00,-74.00,0,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0,Kepler-444 e,,,,,0.546,0.017,-0.015,0,0,,,,,,,,,,,,,,,,,,-121.90,0.20,-0.20,0,0,5.00,K,,0,0,4.56,0.01,-0.01,0,0,,,,,0,-0.550,0.070,-0.070,0,0,11.230,0.910,-0.990,0,2.0000,,,0,0,,,,,,,,,,,,,8.880,0.020,0,0,9.680,0.025,0,0,,,,,7.960,0.025,0,0,7.244,0.025,0,0,6.772,0.047,0,0,6.703,0.020,0,0,6.624,0.072,0,0,6.615,0.023,0,1,6.629,0.016,0,0,6.560,0.058,0,0,,,,,,,,,,,,,,,,
2530,Kepler-444,f,5,9.74048600,0.00001300,-0.00001300,0,0.081100,0.001500,-0.001500,0,,,,,0.066,0.004,-0.004,0,289.752289,41.634605,35.70,1.10,-1.10,0,8.880,0.020,0,0,V (Johnson),,,,5046.00,74.00,-74.00,0,0,0.76,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0,Kepler-444 f,,,,,0.741,0.041,-0.040,0,0,,,,,,,,,,,,,,,,,,-121.90,0.20,-0.20,0,0,5.00,K,,0,0,4.56,0.01,-0.01,0,0,,,,,0,-0.550,0.070,-0.070,0,0,11.230,0.910,-0.990,0,2.0000,,,0,0,,,,,,,,,,,,,8.880,0.020,0,0,9.680,0.025,0,0,,,,,7.960,0.025,0,0,7.244,0.025,0,0,6.772,0.047,0,0,6.703,0.020,0,0,6.624,0.072,0,0,6.615,0.023,0,1,6.629,0.016,0,0,6.560,0.058,0,0,,,,,,,,,,,,,,,,
